Title,Genres,Release Date,Studio,Critic Score,Audience Score,Hint,Vibe Emojis,Description,TMDB Genres,TMDB Year,TMDB Studio,TMDB Rating,TMDB Number of Ratings,TMDB Country,TMDB Language,TMDB Poster URL,TMDB Trailer Link,TMDB Description,TMDB Runtime,TMDB Budget,TMDB Revenue,TMDB Popularity
The First Time,"Romance, Comedy, Drama",2012-10-19,Samuel Goldwyn Films,45,N/A,Two high school students from different social circles encounter one another during a weekend social event and engage in a dialogue-heavy exploration of a potential relationship.,🎒🏫💬🤝🌙🤝🚲💌👫⚡,"A high school senior and a junior from a neighboring school develop a connection over the course of a weekend, navigating the complexities of adolescent social dynamics and romantic expectations.","Drama, Comedy, Romance",2012,"Destination Films, Samuel Goldwyn Films",6.992,2159,United States of America,English,https://image.tmdb.org/t/p/w500/tG6jUndWd9FRuvI4j5Z2bhTuq0V.jpg,https://www.youtube.com/watch?v=Pa5963ftpDc,"A spark of attraction smolders, then ignites, between two teens from different high schools who meet by chance at a party.",95,2000000,92654,1.8296
Calibre,"Thriller, Drama",2018-06-29,Wellington Films,95,N/A,A hunting excursion in the Scottish Highlands leads to a moral and social crisis following a critical discharge of a firearm.,🌲🦌🔫🧗‍♂️🌫️🏘️😰🥃🩸⛓️,The film explores the logistical and psychological consequences of an accidental incident during a recreational trip to a remote rural community.,"Thriller, Drama",2018,"Creative England, Wellington Films, Creative Scotland",6.484,784,United Kingdom,English,https://image.tmdb.org/t/p/w500/gCVOQzV7Z556WnJFNeX7y8BFhyW.jpg,https://www.youtube.com/watch?v=x6yaSYAk2KU,Two lifelong friends head up to an isolated Scottish Highlands village for a weekend hunting trip that descends into a never-ending nightmare as they attempt to cover up a horrific hunting accident.,101,,,1.7119
Dead Calm,"Thriller, Horror, Suspense",1989-04-07,Warner Bros.,77,N/A,A couple navigating open waters encounters a distressed individual from a foundering vessel.,🛥️🌊⚓🆘🔪☁️🐕👤🌡️🌅,"Following a familial tragedy, a couple retreats to their yacht in the Pacific, only to encounter a stranger whose presence precipitates a struggle for survival and vessel security.","Thriller, Horror",1989,"Kennedy Miller Productions, Warner Bros. Pictures",6.6,825,Australia,English,https://image.tmdb.org/t/p/w500/hXpav86ZX5N1YIfVfVtzuZLNrjW.jpg,https://www.youtube.com/watch?v=SkqZd3h3f2U,"An Australian couple takes a sailing trip in the Pacific to get over the recent loss of their son. While on the open sea, they come across a sinking ship with one survivor who is not at all what he seems.",96,10400000,7825000,1.9487
Dead Again,"Mystery, Romance, Thriller, Neo-noir",1991-08-23,Paramount Pictures,81,N/A,A private investigator explores a series of psychological associations linking a contemporary woman to a historical domestic conflict.,🕰️🔪🔍🎼🏛️🎞️🎭🌑🌧️🧥,A Los Angeles private investigator assists an amnesiac woman in resolving sensory recollections that appear connected to a 1940s criminal proceeding.,"Mystery, Thriller, Romance",1991,Mirage Enterprises,6.434,414,United States of America,English,https://image.tmdb.org/t/p/w500/irEnDVtxox6gnRJuwtEZuxvl2vZ.jpg,https://www.youtube.com/watch?v=kq5M5tC7H0Y,"In 1949, composer Roman Strauss is executed for the murder of his wife. In 1990s Los Angeles, a detective comes across a mute amnesiac woman who is somehow linked to the Strauss murder.",107,15000000,38016380,2.7624
Zombie,"Horror, Thriller",1979-08-25,Variety Film,41,N/A,A group of investigators travels to a Caribbean island to locate a missing physician amidst reports of biological anomalies.,🧟🌴🚤🌊💀🌋💉🛥️🧟‍♀️🩸,"Following the discovery of an abandoned boat in New York Harbor, a journalist and the vessel owner's daughter travel to the Antilles to search for a scientist.",Horror,1979,Variety Film Production,6.734,681,Italy,"English, Italian, Spanish",https://image.tmdb.org/t/p/w500/jc17a3PqDnQeBzT7GbK0dp8TDvx.jpg,https://www.youtube.com/watch?v=JnDFVqNl2Mw,"After an abandoned boat sails into New York harbor with a zombie aboard, a reporter teams up with the daughter of the boat's missing captain to investigate the island where he was last seen conducting research—the site of an alleged zombie outbreak.",91,497000,1925000,2.2178
The War of the Roses,"Dark Comedy, Drama",1989-12-08,20th Century Fox,85,N/A,A long-married couple engages in a progressively destructive dispute over the ownership of their shared estate.,🏠🌹🕯️🍽️🧨🥊💔⚖️📉🏺,A cinematic study documenting the breakdown of a marital union and the subsequent tactical maneuvers regarding property division.,"Comedy, Drama",1989,"20th Century Fox, Gracie Films",6.91,1256,United States of America,English,https://image.tmdb.org/t/p/w500/9VWwYsuXhRImUtrJGvN6bYJB2He.jpg,https://www.youtube.com/watch?v=CU-kRUErQdQ,"Barbara and Oliver Rose live happily as a married couple. When Barbara starts to wonder what life would be like without Oliver and likes what she sees, the two begin a campaign to force each other to leave their house, with their divorce lawyer D'Amato caught in the middle.",116,26000000,160188546,3.9028
EO,Drama,2022-05-19,Skopia Film,96,N/A,A sentient beast of burden encounters various human environments while traversing the modern European landscape.,🫏🌳🛣️🚜☁️🌲🥀🇮🇹🇵🇱🌫️,"A contemporary re-envisioning of the 1966 Robert Bresson film, documenting the episodic transit of an animal through various socio-economic environments across Poland and Italy.","Drama, Adventure",2022,"Skopia Film, Alien Films, Recorded Picture Company, Fale Loki Koki, Grupa Moderator Studio Filmowe, Veilo, Centrum Edukacji i Inicjatyw Kulturalnych w Olsztynie, Wojewódzki Dom Kultury w Rzeszowie, Strefa Kultury Wrocław",6.507,421,"Poland, Italy, United Kingdom","English, French, Italian, Polish, Spanish",https://image.tmdb.org/t/p/w500/1MK86Vr2nf1GSYOtRd8pFvA5RM8.jpg,https://www.youtube.com/watch?v=ii0gjj963ZY,"The world is a mysterious place when seen through the eyes of an animal. EO, a grey donkey with melancholic eyes, meets good and bad people on his life’s path, experiences joy and pain, endures the wheel of fortune randomly turn his luck into disaster and his despair into unexpected bliss. But not even for a moment does he lose his innocence.",88,,1068353,1.3313
Joe,"Drama, Thriller",1970-07-15,Cannon Films,80,N/A,A cross-class alliance forms between two men following a lethal confrontation in an urban setting during a period of social transition.,🏙️🏭🚬🥃🔫👔🇺🇸🏚️⚖️🤝,"An investigation into the socio-political tensions of late 1960s America, focusing on the convergence of two individuals from disparate economic backgrounds after an act of violence.","Drama, Crime",1970,The Cannon Group,6.4,77,United States of America,"German, English",https://image.tmdb.org/t/p/w500/2x4YCP8uV4cKOS5ZEKt1Cc1h4eF.jpg,https://www.youtube.com/watch?v=vyAG6zU8DoA,"After murdering his daughter's drug-dealing boyfriend, a wealthy ad executive stumbles into a bar and strikes up an uneasy alliance with Joe Curran, a drunken bigot with a bloodlust who works at a local factory.",107,106000,19319254,0.7862
Sea of Love,"Crime, Mystery, Thriller, Romance",1989-09-15,Universal Pictures,75,N/A,A law enforcement official utilizes classified advertisements to identify a suspect in a series of urban fatalities.,🚔🎷🌊🌃🚬🥃🍷📜📻🧐,"A detective investigates a series of homicides linked to a specific song and personal advertisements, leading to a high-stakes undercover operation.","Crime, Drama, Romance",1989,Universal Pictures,6.6,687,United States of America,English,https://image.tmdb.org/t/p/w500/vJ88WmJ12eAK9CRb3cggn9CJthH.jpg,https://www.youtube.com/watch?v=a1ovghcj8v4,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",113,19000000,110879513,3.077
Goon,"Comedy, Sport, Drama",2011-09-10,Magnolia Pictures,81,N/A,A marginalized individual utilizes physical attributes to secure a position within a competitive ice sports hierarchy.,🏒👊🥅🧊🇨🇦🩸🍻🩹💪⛸️,"The narrative follows Doug Glatt, a man of limited academic aptitude who finds a sense of belonging when he is hired to fulfill the role of an enforcer for a minor league hockey team.",Drama,2011,Laurel Films,6.9,42,China,Mandarin,https://image.tmdb.org/t/p/w500/A2CcakhYdSTyZSHV8IcxjSeQEuP.jpg,https://www.youtube.com/watch?v=cnKwgVkf-TU,"In Chengdu, China, a retired female opera singer named Master Chang takes in a trio of young tenants into her boarding home. The tenants include a rock singer and a college student who has run away from home.",105,,,1.0585
The Mechanic,"Action, Crime, Thriller",1972-11-17,United Artists,67,N/A,An experienced specialist in clandestine operations mentors a younger protégé in the systematic execution of high-stakes contracts.,🕴️🔫⏱️🚗🧊💼🥃🚬🏙️🎯,"The narrative follows a professional operative who utilizes meticulous planning and scientific precision to execute specialized assignments, eventually instructing a successor in the technical aspects of the trade.","Action, Thriller",1972,"Carlino Productions, United Artists, Winkler Films",6.7,342,United States of America,English,https://image.tmdb.org/t/p/w500/hizE0MwFJOBlfLSFqFNKv7cSxkT.jpg,https://www.youtube.com/watch?v=Nj1rONaGLgY,"Arthur Bishop is a veteran hit man who, owing to his penchant for making his targets' deaths seem like accidents, thinks himself an artist. It's made him very rich, but as he hits middle age, he's so depressed and lonely that he takes on one of his victim's sons, Steve McKenna, as his apprentice. Arthur puts him through a rigorous training period and brings him on several hits. As Steven improves, Arthur worries that he'll discover who killed his father.",99,3000000,,1.9268
Serial Mom,"Black Comedy, Satire, Crime",1994-04-13,Savoy Pictures,64,N/A,A suburban matriarch's commitment to social etiquette leads to legal complications within her local community.,🔪🍳📞🏡👠🚓🍖📺👩‍👧‍👦⚖️,A satirical exploration of American suburban life following a homemaker whose pursuit of order results in a series of municipal transgressions and a subsequent high-profile trial.,"Comedy, Crime",1994,"Polar Entertainment, Savoy Pictures",6.73,766,United States of America,English,https://image.tmdb.org/t/p/w500/vAZkFho9YdIXPmMdHMwr10Go2FF.jpg,https://www.youtube.com/watch?v=Ut9GvlhB9f4,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",94,13000000,7820688,1.9414
Bernie,"Biography, Comedy, Crime",2011-06-16,Millennium Entertainment,88,N/A,A community-focused mortician in rural Texas navigates the social and legal consequences of a specific interpersonal relationship.,😇⚰️🏠💰🧊🎭👮‍♂️🇺🇸⚖️🤝,"An analytical depiction of a historical criminal case in East Texas, focusing on the social dynamics between a funeral director and a local resident.",Comedy,2011,,8,1,France,French,https://image.tmdb.org/t/p/w500/mrBxMGvZ3R3SicvbzFJlMJIyopB.jpg,,,,,,0.229
The Importance of Being Earnest,"Comedy, Romance, Drama",2002-05-22,Miramax Films,60,N/A,Two men utilize pseudonyms to navigate social obligations and romantic pursuits in late nineteenth-century England.,🎩🎭🧐💍🧁📜🖋️⛲🏡🥂,"A cinematic adaptation of Oscar Wilde's Victorian social satire involving mistaken identities, linguistic wordplay, and rigid class structures.","Comedy, Drama, History, Romance",2002,"Ealing Studios, Miramax, Fragile Films",6.825,507,"France, United Kingdom, United States of America","German, English",https://image.tmdb.org/t/p/w500/87r4e4pL4STfpdjtqNZxlyjvcMd.jpg,https://www.youtube.com/watch?v=ssBUir2LG-U,"Two young gentlemen living in 1890s England use the same pseudonym ('Ernest') on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities.",97,15000000,17300000,1.0486
