Title,Genres,Release Date,Year,Studio,CriticScore,TMDBRating,Country,Language,Hint,Description,Emojis,PosterURL,TrailerURL,DiffEasy,DiffNormal,DiffHard,DiffImpossible
Singles,"Romance, Comedy, Drama",1992-09-18,1992.0,Atkinson/Knickerbocker Productions,79.0,6.4,United States of America,English,A collection of young residents in a Seattle apartment complex navigate fluctuating social dynamics during the emergence of a specific local music scene.,"Set against the backdrop of the early 1990s Seattle grunge movement, the film follows the interconnected lives and romantic pursuits of several twenty-somethings living in the same apartment building.",🎸☕🏙️🧥📼🌧️🤘💬🛋️🚲,https://image.tmdb.org/t/p/w500/4T7OKBdkNBorRKWw7VSeuA225z1.jpg,https://www.youtube.com/watch?v=3Hpx_b3gj64,False,False,False,True
Blast from the Past,"Drama, Romance, Comedy",1999-02-12,1999.0,Midnight Sun Pictures,58.0,6.8,United States of America,Latin,A man emerges from a subterranean fallout shelter several decades after a perceived global conflict.,"The narrative concerns the cultural reintegration of an individual raised in a controlled, isolated environment designed to withstand a mid-century geopolitical crisis.",🏠🕰️🍔📻💼🏙️🧪📺👪👫,https://image.tmdb.org/t/p/w500/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg,https://www.youtube.com/watch?v=hDNR4CxYtls,False,False,False,True
Live and Let Die,"Adventure, Action, Thriller",1973-06-27,1973.0,EON Productions,66.0,6.5,United Kingdom,English,A British intelligence operative investigates a series of related homicides linked to an international narcotics distribution network and a Caribbean jurisdiction.,"The eighth entry in a long-standing espionage franchise, this film depicts an investigation into the intersection of diplomatic immunity and organized crime.",🕵️‍♂️🚤🐊🃏🎩🚬🔫🌴🚁🧥,https://image.tmdb.org/t/p/w500/39qkrjqMZs6utwNmihVImC3ghas.jpg,https://www.youtube.com/watch?v=6SQVTSFyf_A,False,False,True,True
Hamburger Hill,"War, Action, Drama",1987-08-28,1987.0,RKO Pictures,80.0,6.6,United States of America,English,A group of infantrymen attempts to secure a specific topographical position during a multi-day military operation in Southeast Asia.,The film documents the structural and psychological components of a sustained infantry assault on a fortified elevation during a mid-20th-century geopolitical conflict.,🪖🚁⛰️🌧️🧱🎖️🌲🔫📻🌩️,https://image.tmdb.org/t/p/w500/a84FDoIm64qcyKq6BEMB9Ycldpt.jpg,https://www.youtube.com/watch?v=WMZfJk7LoK4,False,False,False,True
Gangster Squad,"Crime, Drama, Action, Thriller",2013-01-11,2013.0,Village Roadshow Pictures,31.0,6.4,United States of America,English,A clandestine police unit operates outside standard protocols to disrupt a consolidated criminal enterprise in post-war Los Angeles.,The film depicts a dramatized effort by a specialized LAPD task force to eliminate the influence of a prominent East Coast crime boss within the California territory during the late 1940s.,🕵️‍♂️🏙️🔫🕶️🚔🚬🥃💼🌃🎰,https://image.tmdb.org/t/p/w500/wAuQNTBFBu2yXZsX6yLhUPiwTlW.jpg,https://www.youtube.com/watch?v=LlbN5cQKZik,False,False,False,True
Hot Rod,"Comedy, Action",2007-08-03,2007.0,Paramount Pictures,39.0,6.4,United States of America,English,An amateur stunt performer organizes a public exhibition to fund a corrective medical procedure for a relative.,"The narrative follows Rod Kimble, a non-professional daredevil who seeks to execute a complex vehicular jump over fifteen school buses to finance his stepfather's heart surgery.",🏍️🕶️💥🌲🩹🥧🚑🏆🏁🔥,https://image.tmdb.org/t/p/w500/jRkt03dXCVKnbvcQm3ygU1cjg9Y.jpg,https://www.youtube.com/watch?v=DhdrA9qz79o,False,False,False,True
The Hand That Rocks the Cradle,"Drama, Thriller",1992-01-10,1992.0,Hollywood Pictures,64.0,6.9,United States of America,English,A displaced domestic employee infiltrates a suburban household following a legal dispute involving the family's matriarch.,"Following a sequence of legal and personal crises, a woman assumes a false identity to gain employment as a domestic caretaker for an unsuspecting suburban family.",🤱🍼🏚️⚖️🧤🔍🧴🚪🎭🤫,https://image.tmdb.org/t/p/w500/1fBnyO3SbNBplck45js6O4pQaLw.jpg,https://www.youtube.com/watch?v=ms2v2C1batY,False,False,True,True
The Entity,"Horror, Mystery, Thriller",1982-02-04,1982.0,American Cinema Productions,67.0,6.8,United States of America,English,A woman engages a team of university researchers to document and analyze repetitive unexplained occurrences within her domestic environment.,The film documents the interaction between a resident and a group of parapsychologists attempting to quantify anomalous physical activity through scientific observation.,🏘️👤📉🧪🔬🛋️🔦🗄️📼⚠️,https://image.tmdb.org/t/p/w500/e6fsd6zSJDPaFP4xWAtMkHJOkXU.jpg,https://www.youtube.com/watch?v=PkPaOvXd10o,False,False,False,True
Over the Hedge,"Adventure, Animation, Comedy, Family",2006-05-19,2006.0,DreamWorks Animation,75.0,6.6,United States of America,English,A diverse group of forest inhabitants navigates a suburban barrier to secure resources during a period of transition.,A raccoon leads a group of forest animals to scavenge food from a nearby suburban housing development after awakening from hibernation.,🦝🐢🐿️🌳🏡🍔🚧🧤🧺📦,https://image.tmdb.org/t/p/w500/jtZnymorbnHY7mOiBXR14ZDJseM.jpg,https://www.youtube.com/watch?v=ix_bxyRimos,False,True,True,True
2010: The Year We Make Contact,"Thriller, Science Fiction",1984-12-07,1984.0,Metro-Goldwyn-Mayer,67.0,6.7,United States of America,English,A joint international expedition travels to the Jovian system to investigate the mechanical and biological anomalies of a prior mission.,"A sequel to the 1968 film, this narrative follows a multinational crew as they reactivate a derelict spacecraft near Jupiter while geopolitical tensions escalate on Earth.",🛰️🚀🪐🧊🛰️🛸💻🌌🔭🌑,https://image.tmdb.org/t/p/w500/mEWKXuCMv7mFMxXVSTI3v8UOQuq.jpg,https://www.youtube.com/watch?v=Gyf8QWoL7T0,False,True,True,True
Goodnight Mommy,"Horror, Thriller, Mystery",2014-08-30,2022.0,Animal Kingdom,86.0,6.3,"France, United States of America",English,Two siblings in a secluded residence evaluate the identity of a primary caregiver returning from a medical procedure.,The narrative concerns twin siblings residing in a remote environment who begin to question the authenticity of their parent after a surgical recovery process alters the individual's appearance and behavior.,🏠👦👦🩹🌑🌀🌲🪞🔍🎭,https://image.tmdb.org/t/p/w500/oHhD5jD4S5ElPNNFCDKXJAzMZ5h.jpg,https://www.youtube.com/watch?v=iDBJ5u1R6Wo,False,False,False,True
After Yang,"Science Fiction, Drama",2022-03-04,2022.0,A24,89.0,6.4,United States of America,Mandarin,A family investigates the internal hardware and stored data of a non-functional domestic artificial intelligence unit.,"In a near-future setting, a family navigates the technical and existential implications following the breakdown of their domestic companion android.",🤖🌿🕰️🧘‍♂️🍵🏠💿🌫️🧠🌾,https://image.tmdb.org/t/p/w500/qjEuDeKOhA7JqaaqhLSfoS9titb.jpg,https://www.youtube.com/watch?v=OO9oWkxdmb8,False,False,False,True
A Private War,"Drama, War",2018-11-02,2018.0,Kamala Films,88.0,6.8,United States of America,Italian,A dedicated war correspondent documents various international crises while managing internal psychological challenges.,This biographical film chronicles the career of a prominent female journalist who specialized in documenting conflicts in high-risk zones and the subsequent impact on her personal stability.,📝🎥🧨🌍📰🩹👁️💼🚁🏚️,https://image.tmdb.org/t/p/w500/pAh6uDR9bBznybiJCVYZNJmjg63.jpg,https://www.youtube.com/watch?v=88w-xtEzibY,False,False,False,True
Marrowbone,"Thriller, Horror, Mystery",2017-10-27,2017.0,Marrowbone,49.0,7.3,"Spain, United States of America",English,Four siblings attempt to maintain a domestic arrangement within a rural estate while adhering to strict protocols regarding their late mother's legacy.,"The narrative follows four siblings who seek sanctuary in a secluded family manor following their mother's passing, navigating legal and psychological challenges to preserve their unity.",🏚️🤐🗝️📜🕯️🌲👦👧🧱🧥,https://image.tmdb.org/t/p/w500/iX77zMSqUv2Qt7ToEnN2mmEudEf.jpg,https://www.youtube.com/watch?v=HsiSsgXXFVs,False,False,False,True
The New World,"Drama, History, Romance",2005-12-25,2005.0,New Line Cinema,63.0,6.5,"United States of America, United Kingdom",English,An English explorer arrives at a coastal settlement and forms a complex rapport with the local inhabitants during the early seventeenth century.,A historical drama detailing the 1607 arrival of British settlers in North America and the ensuing cultural exchange and conflict through a central personal lens.,🛶🌿🌅🌊🏹📜🏰🌾👤🚢,https://image.tmdb.org/t/p/w500/dPyWMlQd54r3pK17GKG3iqjvNZ7.jpg,https://www.youtube.com/watch?v=i2LdlqW26zc,False,False,False,True
Under the Tuscan Sun,"Romance, Comedy",2003-09-26,2003.0,Touchstone Pictures,62.0,6.9,United States of America,German,A writer manages a major life transition by purchasing and restoring a historic residence in rural Italy.,"Following the dissolution of her marriage, an American author travels to Tuscany and impulsively purchases a dilapidated villa, initiating a process of architectural and personal restoration.",🌞🇮🇹🏡🍷🍋🌻🎨🍝🛋️🌅,https://image.tmdb.org/t/p/w500/3vQUQwdtfPt1Sl2GZrIECWWA0dk.jpg,https://www.youtube.com/watch?v=aURoPYu_29w,False,False,False,True
Attack the Block,"Action, Comedy, Science Fiction",2011-05-11,2011.0,UK Film Council,91.0,6.5,"France, United Kingdom",English,Local residents in a high-rise residential complex encounter and respond to an external biological threat.,A localized science fiction narrative set in South London involving the defensive maneuvers of a demographic group against non-terrestrial biological entities during a single night.,🌃👽🏙️🚲🔦🎆⚔️🇬🇧🏢💥,https://image.tmdb.org/t/p/w500/wzCMnA6NDruLzgWeqMcLPDrGAdF.jpg,https://www.youtube.com/watch?v=m0ntk1o4V3k,False,False,False,True
Harriet,"Drama, History",2019-11-01,2019.0,Stay Gold Features,73.0,7.3,United States of America,English,An individual navigates a clandestine transport network to facilitate the movement of persons across regional borders during the 19th century.,A biographical narrative following the transition of a woman from a state of forced labor to a prominent role in a secret humanitarian network.,🚂🛤️🗺️🔦🐎🌲🌊🏃🗝️📜,https://image.tmdb.org/t/p/w500/rsUs58bDqpJJxZSOebZOMN9gzw2.jpg,https://www.youtube.com/watch?v=GqoEs4cG6Uw,False,False,False,True
Kalifornia,"Thriller, Crime",1993-09-03,1993.0,Propaganda Films,59.0,6.6,United States of America,English,Two academics document locations of historic violent events while traveling across the American South with a couple they do not know.,A psychological road movie exploring the intersection of academic research on serial homicide and first-hand experience during a cross-country journey to California.,📸🚗🛣️🧤🌦️🏜️🎞️📼🥀⚖️,https://image.tmdb.org/t/p/w500/aXyA3UvVaXBoX2zq9zH7NcK5rKT.jpg,https://www.youtube.com/watch?v=2ut7heVeMnM,False,False,False,True
Center Stage,"Drama, Music",2000-05-12,2000.0,Columbia Pictures,43.0,6.9,United States of America,English,Students at a prestigious metropolitan academy navigate technical evaluations and interpersonal dynamics to secure professional placements.,The narrative follows a cohort of students enrolled in an elite ballet program as they undergo rigorous training and competitive selection for a professional company.,🩰🎭🩰🎶👟💃🩰🏢🗽🩰,https://image.tmdb.org/t/p/w500/95Et0t08Nv6S8FD593HpXyvcRt8.jpg,https://www.youtube.com/watch?v=tf7vVdDExuM,False,False,False,True
The Living Daylights,"Action, Adventure, Thriller",1987-06-27,1987.0,EON Productions,74.0,6.5,"United Kingdom, United States of America",English,A British intelligence operative navigates a multifaceted defection plot and clandestine arms transactions across several international territories.,The fifteenth entry in the franchise follows a secret service agent as he investigates a potential double-cross involving a high-ranking defector and a global conspiracy.,🔫🎻❄️🕵️‍♂️🏢🛫🍸💼🏔️🚗,https://image.tmdb.org/t/p/w500/1oRlmWX9hewpn2B44wawBjHd7dx.jpg,https://www.youtube.com/watch?v=2m7VT6zXCmE,True,True,True,True
K-19: The Widowmaker,"Drama, History, Thriller, Mystery, War",2002-07-19,2002.0,Intermedia Films,60.0,6.6,"Canada, Germany, Russia, United Kingdom, United States of America",English,A maritime crew contends with a severe mechanical failure aboard a specialized vessel during a period of high-level geopolitical friction.,A cinematic representation of the 1961 propulsion failure and subsequent containment efforts aboard the initial Soviet nuclear ballistic missile submarine.,⚓☢️🌊🇷🇺🥶⏳🔩🛠️🚨🧊,https://image.tmdb.org/t/p/w500/vImR0HQkJs7Xs2qgdXEUDeX49m0.jpg,https://www.youtube.com/watch?v=BvHWH8xg0Rw,False,False,False,True
