Title,Genres,Release Date,Studio,Critic Score,Audience Score,Hint,Vibe Emojis,Description,YouTube Embed Link,Verification Status
The Grass Harp,"Drama, Comedy",1995-10-11,Fine Line Features,67,N/A,"Following the death of his parents, a youth relocates to a Southern household where a dispute over a proprietary medicinal formula leads several individuals to seek refuge in a woodland structure.",🌳🍃🥣🏡👒🎻📜🕰️🧴🌤️,"A cinematic adaptation of Truman Capote's 1951 semi-autobiographical novella, the narrative explores domestic dynamics and communal conflicts in a small Alabama town during the 1940s.",https://www.youtube.com/embed/g2qO_0G5V4k,not verified
Pretty Baby,"Drama, Historical Fiction",1978-04-05,Paramount Pictures,67,N/A,A commercial photographer observes the daily lives of residents within a designated red-light district in early 20th-century New Orleans.,📸🎷🏛️🎭🦢🧺🕯️🏙️🕰️🎻,The film chronicles the interactions between a photographer and the inhabitants of a Storyville residence during the final months of the district's legal operation.,https://www.youtube.com/embed?listType=search&list=Pretty+Baby+1978+Official+Trailer,not verified
Fast & Furious Presents: Hobbs & Shaw,"Action, Adventure, Sci-Fi",2019-08-02,Universal Pictures,67,N/A,Two contrasting operatives form an uneasy alliance to neutralize a technologically enhanced threat and secure a biological sample.,🏎️👊🧬💥🔥🦾🤝🚁🌍🕶️,A spin-off within a long-running action franchise featuring a federal agent and a former mercenary collaborating to intercept a programmable pathogen.,https://www.youtube.com/embed/HZ7PAyCDwEg,not verified
The Perfect Storm,"Action, Adventure, Drama, Thriller",2000-06-30,Warner Bros. Pictures,67,N/A,A commercial fishing vessel encounters a confluence of severe meteorological conditions in the North Atlantic.,🌊⚓🚢🌩️⛈️🐟🧗‍♂️🛶🌫️💀,A cinematic adaptation of the 1997 non-fiction account detailing a deep-sea fishing expedition caught within a historic multi-front storm system.,https://www.youtube.com/embed/Z-pX_Y_S3eA,not verified
The Rocketeer,"Action, Adventure, Family, Sci-Fi",1991-06-21,Walt Disney Pictures,67,N/A,A pilot in pre-war Los Angeles discovers an experimental propulsion device that attracts the attention of various geopolitical interests.,🚀✨👨‍✈️🎬🇺🇸📻⚙️🎞️🦸‍♂️🗺️,"In 1938, a stunt pilot discovers a prototype jetpack and becomes involved in a conflict involving federal agents and foreign operatives seeking the technology.",https://www.youtube.com/embed/Xm6_X9I0YQo,not verified
The Chronicles of Narnia: Prince Caspian,"Fantasy, Adventure, Family",2008-05-16,Walt Disney Pictures,67,N/A,Four siblings return to a high-fantasy realm to assist an exiled heir in reclaiming a throne during a transitional era.,🦁⚔️🏰🛶🌲🤴✨🛡️🌲🚢,"The narrative follows the Pevensie children as they are magically transported back to a secondary world where centuries have passed, necessitating a military alliance with a displaced prince to restore historical governance.",https://www.youtube.com/embed/v7p2O_Z_Ois,not verified
Nerve,"Action, Adventure, Crime, Mystery, Thriller",2016-07-27,Lionsgate,67,N/A,A digital platform facilitates a sequence of escalating physical challenges monitored by an anonymous observer network across an urban landscape.,📱🏙️🚲🎭💸🔦🗽👁️🤳⚡,A secondary education student engages with a gamified social application that utilizes real-time crowdsourcing to dictate behavioral tasks for monetary incentives.,https://www.youtube.com/embed/2PR9MOPm7gQ,not verified
Being the Ricardos,"Drama, Biography, History",2021-12-10,Amazon Studios,67,N/A,A high-profile television production is jeopardized by a series of personal and political crises over the course of a single work week.,🎙️📺🎭🕰️💼🇺🇸📜📽️👔🍸,"An analytical dramatization of a production cycle for a mid-century sitcom, detailing the interpersonal dynamics and institutional pressures surrounding the creative and lead talent.",https://www.youtube.com/embed/WvrjCdtB0zM,not verified
Chances Are,"Fantasy, Romance, Comedy",1989-03-10,TriStar Pictures,67,N/A,A deceased individual undergoes a metaphysical transition and encounters his previous social circle in a subsequent biological cycle.,🕰️✨❤️🌩️🎓🏡📸🍷👼🔄,A romantic comedy exploring the structural implications of memory persistence across disparate chronological identities.,https://www.youtube.com/embed/fT2S_Cq41hM,not verified
Bijitâ Q,"Horror, Black Comedy, Drama",2001-03-17,CineRocket,67,N/A,"An unidentified visitor intervenes in the domestic life of a fractured household, recorded via handheld digital media.",📹🥛🏠🔨🌳🤐📉🎥🍽️👤,"Directed by Takashi Miike, this production utilizes a documentary-style aesthetic to examine the internal dynamics of a contemporary family unit following the arrival of a silent stranger.",https://www.youtube.com/embed?listType=search&list=Bijitâ+Q+2001+Official+Trailer,not verified
The Fourth Protocol,"Action, Spy, Thriller",1987-08-28,The Rank Organisation,67,N/A,A British intelligence officer tracks a foreign operative attempting to breach a diplomatic agreement concerning non-conventional weaponry.,🕵️‍♂️🇬🇧☢️💼🥶🧥🎞️📉🔍🧱,An adaptation of the Frederick Forsyth novel detailing a covert operation to destabilize international relations through the assembly of a restricted device on foreign soil.,https://www.youtube.com/embed/8_D5H9I_jZ0,not verified
The Hills Have Eyes,"Horror, Thriller",1977-07-22,Vanguard,67,N/A,A traveling family experiences a mechanical failure in a remote desert region previously utilized for government testing.,🏜️🚐⛺🔦📻🌵🏚️⚠️☢️👣,"A family on a cross-country road trip becomes stranded in a restricted desert zone, leading to a confrontation with a local group residing in the terrain.",https://www.youtube.com/embed/G2mOIn6K_w4,not verified
Lucy,"Action, Sci-Fi, Thriller",2014-07-25,EuropaCorp,67,N/A,"A woman undergoes an involuntary physiological transformation after a synthetic substance enters her system, leading to heightened cognitive and physical capabilities.",🧠🧬⚡️💊🏙️🔫⏳🛸🔬🧪,A cinematic exploration of neuro-evolution where a synthetic compound accelerates human cognitive function to a theoretical maximum.,https://www.youtube.com/embed/MVt32qoyhi0,not verified
Shortbus,"Comedy, Drama, Romance",2006-10-20,ThinkFilm,67,N/A,A diverse group of New York City residents navigate interpersonal conflicts and search for emotional resolution through a specific underground social hub.,🌆🗽🤝🎷🍷🌃🕯️🚲🏙️🤔,"Set in post-9/11 Brooklyn, the narrative follows several characters whose lives intersect at a bohemian salon as they seek to resolve various psychological and relational barriers.",https://www.youtube.com/embed/XmGvS9FkK0A,not verified
Turbo,"Animation, Comedy, Adventure",2013-07-17,DreamWorks Animation,67,N/A,A gastropod mollusk undergoes a physiological transformation that facilitates its entry into a high-stakes professional auto racing competition.,🐌🏎️💨🏁🔋🏆🚥🏙️🌈✨,"The narrative follows a garden snail who gains superhuman speed after a freak accident, subsequently attempting to compete in the Indianapolis 500.",https://www.youtube.com/embed/F-L5mzN7u_4,not verified
Chained,"Thriller, Crime, Drama",2012-09-01,Anchor Bay Films,67,N/A,An individual is detained within a remote residence and forced to observe the routines of their captor over a prolonged period.,⛓️🚖🏠🗝️⌛🧱⛓️🔪🎞️🌑,A cinematic study of behavioral adaptation and environmental conditioning involving a minor and an adult subject in an isolated setting.,https://www.youtube.com/embed/XqFp_X4Y7lQ,not verified
Daybreakers,"Action, Horror, Sci-Fi",2010-01-08,Lionsgate,67,N/A,"In a future where the majority of the global population has undergone a physiological transformation, a scientist attempts to resolve a systemic resource scarcity crisis.",🧛💉🩸🌃🏢🧪📉🦇🚗🏙️,A 2009 science fiction film depicting a societal structure dominated by a new apex species facing the imminent depletion of its primary biological fuel source.,https://www.youtube.com/embed/ayZ2HPris8U,not verified
Session 9,"Horror, Mystery, Thriller",2001-08-10,USA Films,67,N/A,An asbestos removal crew accepts a contract at a decommissioned state medical facility where they encounter archived audio documentation.,🏚️🌫️🎧📼🔨📉🧤🏥🕵️‍♂️🌫️,"A specialized cleaning crew enters a decaying institutional setting to perform hazardous material removal, leading to a breakdown in group cohesion and psychological stability.",https://www.youtube.com/embed/LSUAAKFLol0,not verified
The Omega Man,"Sci-Fi, Action, Drama, Horror",1971-08-01,Warner Bros.,67,N/A,An immune survivor navigates a desolate urban landscape while contending with a group of nocturnal antagonists following a global biological event.,🌆💉🧟‍♂️🔦🧥🕶️🔫🏙️🧪🌇,"Following a global conflict involving biological agents, a former military scientist remains the sole unaffected inhabitant of Los Angeles, defending his fortified residence against a cult of infected individuals.",https://www.youtube.com/embed/A66Zp90pLto,not verified
A Midsummer Night's Dream,"Comedy, Fantasy, Romance",1999-05-14,Fox Searchlight Pictures,67,N/A,A wooded setting serves as the backdrop for a sequence of romantic shifts and theatrical preparations influenced by external forces.,🎭🧚‍♂️🌳🌕✨🍷🐴🧵🏛️🌿,"A cinematic adaptation of William Shakespeare's play, set in late 19th-century Tuscany, detailing the intersection of romantic entanglements and external interventions during a festive period.",https://www.youtube.com/embed/V60O87U8mXw,not verified
Laggies,"Comedy, Drama, Romance",2014-10-24,A24,67,N/A,An adult female navigates a developmental transition by temporarily relocating to a residence occupied by a secondary school student and their guardian.,🚲🏠📉👩‍🎓🍷🐢🌅🏢🎒🛹,The narrative examines the psychological stagnation of a university graduate who seeks social refuge within a different demographic following a significant interpersonal proposal.,https://www.youtube.com/embed/jH99B5qIn9I,not verified
